data,label,teks_stemmed
nkmat salah hasil pertanian jawa barat patut diacungi jempol lokasi bersih capek belanja haus mampir,positive,nkmat salah hasil tani jawa barat patut acung jempol lokasi bersih capek belanja haus mampir
giggle restoran menawarkan ragam olahan steak beraneka ragam teman teman wajib mengunjungi bersantai reunian memanglah cocok dikunjungi,positive,giggle restoran tawar ragam olah steak aneka ragam teman teman wajib unjung santa reuni memang cocok kunjung
gojek grab makanan lengkap driver galak harga ride mahal gojek,negative,gojek grab makan lengkap driver galak harga ride mahal gojek
restoran mudah dicapai dekaqt dazri tikungan jalan kelenteng bandung masakan coba kepiting nasi hainan campur spesial direkomendasikan cari beda kondimen capit kepiting unutk nasi campur hainan spesial kelebihan sate babi chasiu babi selebihnya rekomendasi nasi hainan,positive,restoran mudah capai dekaqt dazri tikung jalan kelenteng bandung masakan coba kepiting nasi hainan campur spesial rekomendasi cari beda kondimen capit kepiting unutk nasi campur hainan spesial lebih sate babi chasiu babi lebih rekomendasi nasi hainan
tolol merembet yogyakarta umat tolol jogja,negative,tolol rembet yogyakarta umat tolol jogja
marah telkomsel,negative,marah telkomsel
bakmi makanan wajib berkunjung bandung yamin asin ditambah bakso goreng mantap daging bakmi naripan cabang riau junction beda naripan riau junction enak jalan naripan sayang parkiran suka susah jalan naripan,positive,bakmi makan wajib kunjung bandung yamin asin tambah bakso goreng mantap daging bakmi naripan cabang riau junction beda naripan riau junction enak jalan naripan sayang parkir suka susah jalan naripan
menunggu antre okelah sabar menit makanan dongkol minuman bilang pelayan sebentar marah pelayan menulis pesanan tergopoh gopoh geledek maaf pesan minuman astaga kehabisan,negative,tunggu antre oke sabar menit makan dongkol minum bilang layan sebentar marah layan tulis pesan gopoh gopoh geledek maaf pesan minum astaga habis
makanan enak nyaman harga makanan relatif terjangkau pelayanan cepat ramah,positive,makan enak nyaman harga makan relatif jangkau layan cepat ramah
semoga awet device,positive,moga awet device
bosan duduk bangku hijau iniii,negative,bosan duduk bangku hijau iniii
pengiriman lambat dikirim pembayaran verifikasi tokopedia windows dimemasang original,negative,kirim lambat kirim bayar verifikasi tokopedia windows pasang original
udara dingin pemandangan menakjubkan ditutupi hangat wine nikmati romantis pasangan asik berkumpul teman keluarga,positive,udara dingin pandang takjub tutup hangat wine nikmat romantis pasang asik kumpul teman keluarga
berbuka puasa minggu lepas lokasi kota makanan pedas sedap authentic makanan indonesia makan live band terbaik sesuai lepak lepak,positive,buka puasa minggu lepas lokasi kota makan pedas sedap authentic makan indonesia makan live band baik sesuai lepak lepak
keluarga makan malam menu utama batagor menu memesan menu menit kali segi menu coba lumayan enak saran memesan pembuatan menu dipesan,neutral,keluarga makan malam menu utama batagor menu mes menu menit kali segi menu coba lumayan enak saran mes buat menu pes
sulit mempercayai orang berkhianat,negative,sulit percaya orang khianat
kafe menyediakan variatif makanan pilihan pasta pizza beragam makanan penutup enak suasana kafe tenang luas nyaman pilihan menghabiskan teman urusan bisnis,positive,kafe sedia variatif makan pilih pasta pizza agam makan tutup enak suasana kafe tenang luas nyaman pilih habis teman urus bisnis
juragan laptop procesor snapdragon,neutral,juragan laptop procesor snapdragon
mantap juragan barang diterima sayang terlambat paket,negative,mantap juragan barang terima sayang lambat paket
pelayanan aktif ramah menu makanan tamu diacuhkan didiamkan,negative,layan aktif ramah menu makan tamu acuh diam
penakut,negative,takut
suasana romantis makan malam eksterior interior bagus luas taman makanan enak khas sunda jalanan kadang suka macet jalan pelayanan ramah cepat,positive,suasana romantis makan malam eksterior interior bagus luas taman makan enak khas sunda jalan kadang suka macet jalan layan ramah cepat
suka masakan sunda jalan jalan talaga bodas rumah makan konsep ruangan ukiran kayu lesehan meja makan makanan dijamin enak ketagihan resto jalan srimahi pindah luas,positive,suka masakan sunda jalan jalan talaga bodas rumah makan konsep ruang ukir kayu leseh meja makan makan jamin enak tagih resto jalan srimahi pindah luas
amazing konsep hotel teritegrasi hiburan terbesar super terbesar bandung kolega keluarga nyaman menginap pertemuan hotel menu bervariatif jenuh,positive,amazing konsep hotel teritegrasi hibur besar super besar bandung kolega keluarga nyaman inap temu hotel menu variatif jenuh
kagum kinerja susi,positive,kagum kerja sus
istri setya novanto gelisah nama,neutral,istri setya novanto gelisah nama
chills suka beli cheese cabe ulang enak giung keju lumayan kerasa harga mahal mahal ribuan letak chills basement istana plaza seberang giant supermarket,positive,chills suka beli cheese cabe ulang enak giung keju lumayan rasa harga mahal mahal ribu letak chills basement istana plaza seberang giant supermarket
jatuh cinta produk dipakai pori pori mengecil teman teman bilang muka bersihan laugh pakai adem banget segar,positive,jatuh cinta produk pakai pori pori kecil teman teman bilang muka sih laugh pakai adem banget segar
rusak,positive,rusak
sedih lihat kota dibesarkan orde jakarta berubah kotor kumuh kacau dipimpin ahok karya nyata merubah jakarta ibukota manusiawi jakarta kotor kumuh kacau,negative,sedih lihat kota besar orde jakarta ubah kotor kumuh kacau pimpin ahok karya nyata rubah jakarta ibukota manusiawi jakarta kotor kumuh kacau
suasana nyaman makan malam restoran makanan sempurna enak banget staf ramah ramah pelayanan bagus indri andrea ramah bartender experience keep kakak sukses,positive,suasana nyaman makan malam restoran makan sempurna enak banget staf ramah ramah layan bagus indri andrea ramah bartender experience keep kakak sukses
cocok,negative,cocok
muka injak injak,negative,muka injak injak
pilihan menu berdua sekeluarga rombongan cocok suasana nyaman makanan varian terkenal bandung jajanan pasar tersedia,positive,pilih menu dua keluarga rombong cocok suasana nyaman makan varian kenal bandung jajan pasar sedia
bupati tulungagung dilantik dicopot nasib,neutral,bupati tulungagung lantik copot nasib
menu enak enak mencoba salah keju enak kebanyakan harga standar,positive,menu enak enak coba salah keju enak banyak harga standar
untung sepda presiden,positive,untung sepda presiden
mengantre masuk daftar tunggu peak season liburan mengisi daftar tunggu pergi resto nama dipanggil giliran masuk memesan area kolam ciri khas staf menyetting ulang meja lanjutan,negative,antre masuk daftar tunggu peak season libur isi daftar tunggu pergi resto nama panggil gilir masuk mes area kolam ciri khas staf menyetting ulang meja lanjut
pantaslah pndukung minus otak pasukan minus,negative,pantas pndukung minus otak pasu minus
summarecon bekasi mencoba disuguhi kelalaian pelayan bikin menunggu lagu marcell pesanlah peduli enak kayak customer service orientation buruk terserahlah nama,negative,summarecon bekas coba suguh lalai layan bikin tunggu lagu marcell pesan peduli enak kayak customer service orientation buruk serah nama
tebak inovasi vivo pengalaman visual menyenangkan menan,neutral,tebak inovasi vivo alam visual senang nan
salah bakmi terkenal bandung cabang lumayan enak pesaingn cocok habis belanja daerah situ usaha makan,positive,salah bakmi kenal bandung cabang lumayan enak pesaingn cocok habis belanja daerah situ usaha makan
kangkung sapi udang kipas menu wajib udang kipas enak dibumbui mentega ditambah irisan jeruk nipis menyegarkan kangkung bumbu enak daftar tunggu terbatas,positive,kangkung sapi udang kipas menu wajib udang kipas enak bumbu mentega tambah iris jeruk nipis segar kangkung bumbu enak daftar tunggu batas
impor munafik najis orang indonesia anjing,negative,impor munafik najis orang indonesia anjing
salah kafe modern salah favorit warga bandung makan berkumpul seriusan nyaman,positive,salah kafe modern salah favorit warga bandung makan kumpul serius nyaman
naripan legenda lokasi membaik seenak harga mahal kualitas pelayanan berkurang karyawan,positive,naripan legenda lokasi baik enak harga mahal kualitas layan kurang karyawan
suka suasana berbeda sajikan keju raclete haha tulisan unik sajikan banget teman teman kemarin pesan cola steak manis klop banget poko disajikan keju wajib coba pokok makanan pencuci mulut porsi,positive,suka suasana beda saji keju raclete haha tulis unik saji banget teman teman kemarin pesan cola steak manis klop banget poko saji keju wajib coba pokok makan cuci mulut porsi
pelayanan jelek makanan enak harga mahal makan,negative,layan jelek makan enak harga mahal makan
partai demokrat resmi usung wali kota denpasar cagub bali,neutral,partai demokrat resmi usung wali kota denpasar cagub bal
bantu kasih hubungan info kuota internet terbatas,neutral,bantu kasih hubung info kuota internet batas
gausah ditungguin guys comeback menunggu pekerjaan melelahkan menyebalkan,negative,gausah ditungguin guys comeback tunggu kerja lelah sebal
ketempat gampang samping stasiun bandung sate empuk matang,positive,tempat gampang samping stasiun bandung sate empuk matang
bagus view okay cocok acara keluarga khas makanan nasi liwet tempe mendoan rekomendasi foto foto bagus dicoba bandung teman teman bawa lotion anti nyamuk lokasi hutan nyamuk setimpal,positive,bagus view okay cocok acara keluarga khas makan nasi liwet tempe mendoan rekomendasi foto foto bagus coba bandung teman teman bawa lotion anti nyamuk lokasi hutan nyamuk timpal
kali mengunjungi trans studio memilih suis butcher steak rumah merupapakan pilihan samping harga terjangkau kualitas daging enak ciri khas suis butcher disediakan putih gratis lumayan,positive,kali unjung trans studio pilih suis butcher steak rumah merupapakan pilih samping harga jangkau kualitas daging enak ciri khas suis butcher sedia putih gratis lumayan
helo pilih menyesal,negative,helo pilih sesal
resto kafe bandung terletak dago pakar cocok pasangan bepergian suasana romantis udara dingin bandung direkomendasikan,positive,resto kafe bandung letak dago pakar cocok pasang pergi suasana romantis udara dingin bandung rekomendasi
kafe dijadikan nobar penggemar chelsea bandung makanan enak murah dicoba nasi goreng coba nasi goreng sunda enak harga terbilang murah tersedia bakso harga makanan minuman asik nongkrong bareng teman teman nobar,positive,kafe jadi nobar gemar chelsea bandung makan enak murah coba nasi goreng coba nasi goreng sunda enak harga bilang murah sedia bakso harga makan minum asik nongkrong bareng teman teman nobar
komunis bahaya ormas radikal anti pancasila,negative,komunis bahaya ormas radikal anti pancasila
setya novanto dosen killer teman kampus suka catatan doang penjahat penjahat negara,negative,setya novanto dosen killer teman kampus suka catat doang jahat jahat negara
minimal tolong dicek resi srgba,neutral,minimal tolong cek resi srgba
pilgub jateng surya paloh manut keputusan megawati soekarnoputri,neutral,pilgub jateng surya paloh manut putus megawati soekarnoputri
sirloin tenderloin steak porto harga murah dibandingkan harga steak resto kualitas makanan servis porto kunjungan keluhan rambut salad langsung dibawa dapur digantikan salad porto,positive,sirloin tenderloin steak porto harga murah banding harga steak resto kualitas makan servis porto kunjung keluh rambut salad langsung bawa dapur ganti salad porto
koalisi demokrat golkar usung pasangan soehadi mulyono mitro batin,neutral,koalisi demokrat golkar usung pasang soehadi mulyono mitro batin
lokasi puncak pegunungan pemandangan pelayanan ramah cepat makanan bervariasi,positive,lokasi puncak gunung pandang layan ramah cepat makan variasi
george weah terpilih presiden liberia,neutral,george weah pilih presiden liberia
bodo marah indosat gangguan mulu,negative,bodo marah indosat ganggu mulu
anjing pergi nkri china intoleran anjing bangsat,negative,anjing pergi nkri china intoleran anjing bangsat
pencitraan mencari simpati rakyat percaya polisi lihatlah kehidupan jenderal jendral polisi kaya raya,negative,citra cari simpati rakyat percaya polisi lihat hidup jenderal jendral polisi kaya raya
makan sekenyangnya puas makan lokasi dago,positive,makan kenyang puas makan lokasi dago
kamar nyaman makanan otentik cita tatar sunda jenis aktivitas horse riding rute kamar terhitung murah,positive,kamar nyaman makan otentik cita tatar sunda jenis aktivitas horse riding rute kamar hitung murah
